5.1895 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
119.0627 	EXP 	fixation: autoDraw = False
119.0627 	EXP 	grating: autoDraw = False
119.0627 	EXP 	grating: ori = 0.0
119.0627 	EXP 	fixation: autoDraw = True
120.0633 	EXP 	fixation: autoDraw = False
120.0633 	EXP 	grating: autoDraw = True
120.3632 	EXP 	grating: autoDraw = False
120.5994 	EXP 	New trial (rep=61, index=0): None
120.6009 	DATA 	Keypress: up
120.6132 	EXP 	fixation: autoDraw = False
120.6132 	EXP 	grating: autoDraw = False
120.6132 	EXP 	grating: ori = 3.0
120.6132 	EXP 	fixation: autoDraw = True
121.6137 	EXP 	fixation: autoDraw = False
121.6137 	EXP 	grating: autoDraw = True
121.9136 	EXP 	grating: autoDraw = False
122.2516 	EXP 	New trial (rep=62, index=0): None
122.2538 	DATA 	Keypress: down
122.2638 	EXP 	fixation: autoDraw = False
122.2638 	EXP 	grating: autoDraw = False
122.2638 	EXP 	grating: ori = 0.0
122.2638 	EXP 	fixation: autoDraw = True
123.2646 	EXP 	fixation: autoDraw = False
123.2646 	EXP 	grating: autoDraw = True
123.5645 	EXP 	grating: autoDraw = False
123.9836 	EXP 	New trial (rep=63, index=0): None
123.9854 	DATA 	Keypress: up
123.9979 	EXP 	fixation: autoDraw = False
123.9979 	EXP 	grating: autoDraw = False
123.9979 	EXP 	grating: ori = 0.0
123.9979 	EXP 	fixation: autoDraw = True
124.9986 	EXP 	fixation: autoDraw = False
124.9986 	EXP 	grating: autoDraw = True
125.2984 	EXP 	grating: autoDraw = False
125.5690 	EXP 	New trial (rep=64, index=0): None
125.5708 	DATA 	Keypress: up
125.5819 	EXP 	fixation: autoDraw = False
125.5819 	EXP 	grating: autoDraw = False
125.5819 	EXP 	grating: ori = 0.0
125.5819 	EXP 	fixation: autoDraw = True
126.5824 	EXP 	fixation: autoDraw = False
126.5824 	EXP 	grating: autoDraw = True
126.8824 	EXP 	grating: autoDraw = False
127.1513 	EXP 	New trial (rep=65, index=0): None
127.1527 	DATA 	Keypress: up
127.1657 	EXP 	fixation: autoDraw = False
127.1657 	EXP 	grating: autoDraw = False
127.1657 	EXP 	grating: ori = 0.0
127.1657 	EXP 	fixation: autoDraw = True
128.1663 	EXP 	fixation: autoDraw = False
128.1663 	EXP 	grating: autoDraw = True
128.4661 	EXP 	grating: autoDraw = False
128.6354 	EXP 	New trial (rep=66, index=0): None
128.6369 	DATA 	Keypress: up
128.6498 	EXP 	fixation: autoDraw = False
128.6498 	EXP 	grating: autoDraw = False
128.6498 	EXP 	grating: ori = -3.0
128.6498 	EXP 	fixation: autoDraw = True
129.6502 	EXP 	fixation: autoDraw = False
129.6502 	EXP 	grating: autoDraw = True
129.9501 	EXP 	grating: autoDraw = False
130.2541 	EXP 	New trial (rep=67, index=0): None
130.2560 	DATA 	Keypress: down
130.2669 	EXP 	fixation: autoDraw = False
130.2669 	EXP 	grating: autoDraw = False
130.2669 	EXP 	grating: ori = 0.0
130.2669 	EXP 	fixation: autoDraw = True
131.2676 	EXP 	fixation: autoDraw = False
131.2676 	EXP 	grating: autoDraw = True
131.5674 	EXP 	grating: autoDraw = False
131.9030 	EXP 	New trial (rep=68, index=0): None
131.9045 	DATA 	Keypress: up
131.9175 	EXP 	fixation: autoDraw = False
131.9175 	EXP 	grating: autoDraw = False
131.9175 	EXP 	grating: ori = 0.0
131.9175 	EXP 	fixation: autoDraw = True
132.9180 	EXP 	fixation: autoDraw = False
132.9180 	EXP 	grating: autoDraw = True
133.2181 	EXP 	grating: autoDraw = False
133.5550 	EXP 	New trial (rep=69, index=0): None
133.5566 	DATA 	Keypress: up
133.5682 	EXP 	fixation: autoDraw = False
133.5682 	EXP 	grating: autoDraw = False
133.5682 	EXP 	grating: ori = 4.0
133.5682 	EXP 	fixation: autoDraw = True
134.5686 	EXP 	fixation: autoDraw = False
134.5686 	EXP 	grating: autoDraw = True
134.8686 	EXP 	grating: autoDraw = False
135.0400 	EXP 	New trial (rep=70, index=0): None
135.0425 	DATA 	Keypress: down
135.0521 	EXP 	fixation: autoDraw = False
135.0521 	EXP 	grating: autoDraw = False
135.0521 	EXP 	grating: ori = 0.0
135.0521 	EXP 	fixation: autoDraw = True
136.0526 	EXP 	fixation: autoDraw = False
136.0526 	EXP 	grating: autoDraw = True
136.3528 	EXP 	grating: autoDraw = False
136.6216 	EXP 	New trial (rep=71, index=0): None
136.6231 	DATA 	Keypress: up
136.6360 	EXP 	fixation: autoDraw = False
136.6360 	EXP 	grating: autoDraw = False
136.6360 	EXP 	grating: ori = 0.0
136.6360 	EXP 	fixation: autoDraw = True
137.6366 	EXP 	fixation: autoDraw = False
137.6366 	EXP 	grating: autoDraw = True
137.9365 	EXP 	grating: autoDraw = False
138.2559 	EXP 	New trial (rep=72, index=0): None
138.2582 	DATA 	Keypress: up
138.2701 	EXP 	fixation: autoDraw = False
138.2701 	EXP 	grating: autoDraw = False
138.2701 	EXP 	grating: ori = -2.0
138.2701 	EXP 	fixation: autoDraw = True
139.2706 	EXP 	fixation: autoDraw = False
139.2706 	EXP 	grating: autoDraw = True
139.5704 	EXP 	grating: autoDraw = False
139.9735 	EXP 	New trial (rep=73, index=0): None
139.9751 	DATA 	Keypress: down
139.9872 	EXP 	fixation: autoDraw = False
139.9872 	EXP 	grating: autoDraw = False
139.9872 	EXP 	grating: ori = 0.0
139.9872 	EXP 	fixation: autoDraw = True
140.9881 	EXP 	fixation: autoDraw = False
140.9881 	EXP 	grating: autoDraw = True
141.2879 	EXP 	grating: autoDraw = False
141.7732 	EXP 	New trial (rep=74, index=0): None
141.7746 	DATA 	Keypress: up
141.7880 	EXP 	fixation: autoDraw = False
141.7880 	EXP 	grating: autoDraw = False
141.7880 	EXP 	grating: ori = 3.0
141.7880 	EXP 	fixation: autoDraw = True
142.7885 	EXP 	fixation: autoDraw = False
142.7885 	EXP 	grating: autoDraw = True
143.0884 	EXP 	grating: autoDraw = False
143.3075 	EXP 	New trial (rep=75, index=0): None
143.3092 	DATA 	Keypress: down
143.3220 	EXP 	fixation: autoDraw = False
143.3220 	EXP 	grating: autoDraw = False
143.3220 	EXP 	grating: ori = 3.0
143.3220 	EXP 	fixation: autoDraw = True
144.3224 	EXP 	fixation: autoDraw = False
144.3224 	EXP 	grating: autoDraw = True
144.6224 	EXP 	grating: autoDraw = False
144.7914 	EXP 	New trial (rep=76, index=0): None
144.7929 	DATA 	Keypress: down
144.8059 	EXP 	fixation: autoDraw = False
144.8059 	EXP 	grating: autoDraw = False
144.8059 	EXP 	grating: ori = -5.0
144.8059 	EXP 	fixation: autoDraw = True
145.8065 	EXP 	fixation: autoDraw = False
145.8065 	EXP 	grating: autoDraw = True
146.1063 	EXP 	grating: autoDraw = False
146.3258 	EXP 	New trial (rep=77, index=0): None
146.3274 	DATA 	Keypress: down
146.3397 	EXP 	fixation: autoDraw = False
146.3397 	EXP 	grating: autoDraw = False
146.3397 	EXP 	grating: ori = -5.0
146.3397 	EXP 	fixation: autoDraw = True
147.3403 	EXP 	fixation: autoDraw = False
147.3403 	EXP 	grating: autoDraw = True
147.6402 	EXP 	grating: autoDraw = False
147.7598 	EXP 	New trial (rep=78, index=0): None
147.7612 	DATA 	Keypress: down
147.7736 	EXP 	fixation: autoDraw = False
147.7736 	EXP 	grating: autoDraw = False
147.7736 	EXP 	grating: ori = 0.0
147.7736 	EXP 	fixation: autoDraw = True
148.7742 	EXP 	fixation: autoDraw = False
148.7742 	EXP 	grating: autoDraw = True
149.0741 	EXP 	grating: autoDraw = False
149.4615 	EXP 	New trial (rep=79, index=0): None
149.4639 	DATA 	Keypress: up
149.4742 	EXP 	fixation: autoDraw = False
149.4742 	EXP 	grating: autoDraw = False
149.4742 	EXP 	grating: ori = 0.0
149.4742 	EXP 	fixation: autoDraw = True
150.4748 	EXP 	fixation: autoDraw = False
150.4748 	EXP 	grating: autoDraw = True
150.7748 	EXP 	grating: autoDraw = False
151.0958 	EXP 	New trial (rep=80, index=0): None
151.0987 	DATA 	Keypress: up
151.1081 	EXP 	fixation: autoDraw = False
151.1081 	EXP 	grating: autoDraw = False
151.1081 	EXP 	grating: ori = 0.0
151.1081 	EXP 	fixation: autoDraw = True
152.1086 	EXP 	fixation: autoDraw = False
152.1086 	EXP 	grating: autoDraw = True
152.4087 	EXP 	grating: autoDraw = False
152.5796 	EXP 	New trial (rep=81, index=0): None
152.5817 	DATA 	Keypress: up
152.5922 	EXP 	fixation: autoDraw = False
152.5922 	EXP 	grating: autoDraw = False
152.5922 	EXP 	grating: ori = 4.0
152.5922 	EXP 	fixation: autoDraw = True
153.5927 	EXP 	fixation: autoDraw = False
153.5927 	EXP 	grating: autoDraw = True
153.8927 	EXP 	grating: autoDraw = False
154.2448 	EXP 	New trial (rep=82, index=0): None
154.2462 	DATA 	Keypress: down
154.2595 	EXP 	fixation: autoDraw = False
154.2595 	EXP 	grating: autoDraw = False
154.2595 	EXP 	grating: ori = -5.0
154.2595 	EXP 	fixation: autoDraw = True
155.2598 	EXP 	fixation: autoDraw = False
155.2598 	EXP 	grating: autoDraw = True
155.5600 	EXP 	grating: autoDraw = False
155.7798 	EXP 	New trial (rep=83, index=0): None
155.7816 	DATA 	Keypress: down
155.7934 	EXP 	fixation: autoDraw = False
155.7934 	EXP 	grating: autoDraw = False
155.7934 	EXP 	grating: ori = 3.0
155.7934 	EXP 	fixation: autoDraw = True
156.7939 	EXP 	fixation: autoDraw = False
156.7939 	EXP 	grating: autoDraw = True
157.0938 	EXP 	grating: autoDraw = False
157.2795 	EXP 	New trial (rep=84, index=0): None
157.2809 	DATA 	Keypress: down
157.2941 	EXP 	fixation: autoDraw = False
157.2941 	EXP 	grating: autoDraw = False
157.2941 	EXP 	grating: ori = 1.0
157.2941 	EXP 	fixation: autoDraw = True
158.2946 	EXP 	fixation: autoDraw = False
158.2946 	EXP 	grating: autoDraw = True
158.5944 	EXP 	grating: autoDraw = False
158.8987 	EXP 	New trial (rep=85, index=0): None
158.9016 	DATA 	Keypress: up
158.9112 	EXP 	fixation: autoDraw = False
158.9112 	EXP 	grating: autoDraw = False
158.9112 	EXP 	grating: ori = -3.0
158.9112 	EXP 	fixation: autoDraw = True
159.9116 	EXP 	fixation: autoDraw = False
159.9116 	EXP 	grating: autoDraw = True
160.2117 	EXP 	grating: autoDraw = False
160.4805 	EXP 	New trial (rep=86, index=0): None
160.4819 	DATA 	Keypress: down
160.4952 	EXP 	fixation: autoDraw = False
160.4952 	EXP 	grating: autoDraw = False
160.4952 	EXP 	grating: ori = 3.0
160.4952 	EXP 	fixation: autoDraw = True
161.4957 	EXP 	fixation: autoDraw = False
161.4957 	EXP 	grating: autoDraw = True
161.7956 	EXP 	grating: autoDraw = False
162.0327 	EXP 	New trial (rep=87, index=0): None
162.0344 	DATA 	Keypress: down
162.0457 	EXP 	fixation: autoDraw = False
162.0457 	EXP 	grating: autoDraw = False
162.0457 	EXP 	grating: ori = -5.0
162.0457 	EXP 	fixation: autoDraw = True
163.0462 	EXP 	fixation: autoDraw = False
163.0462 	EXP 	grating: autoDraw = True
163.3461 	EXP 	grating: autoDraw = False
163.4825 	EXP 	New trial (rep=88, index=0): None
163.4841 	DATA 	Keypress: down
163.4962 	EXP 	fixation: autoDraw = False
163.4962 	EXP 	grating: autoDraw = False
163.4962 	EXP 	grating: ori = -3.0
163.4962 	EXP 	fixation: autoDraw = True
164.4969 	EXP 	fixation: autoDraw = False
164.4969 	EXP 	grating: autoDraw = True
164.7967 	EXP 	grating: autoDraw = False
164.9323 	EXP 	New trial (rep=89, index=0): None
164.9337 	DATA 	Keypress: down
164.9469 	EXP 	fixation: autoDraw = False
164.9469 	EXP 	grating: autoDraw = False
164.9469 	EXP 	grating: ori = 0.0
164.9469 	EXP 	fixation: autoDraw = True
165.9474 	EXP 	fixation: autoDraw = False
165.9474 	EXP 	grating: autoDraw = True
166.2472 	EXP 	grating: autoDraw = False
166.5346 	EXP 	New trial (rep=90, index=0): None
166.5375 	DATA 	Keypress: up
166.5474 	EXP 	fixation: autoDraw = False
166.5474 	EXP 	grating: autoDraw = False
166.5474 	EXP 	grating: ori = 3.0
166.5474 	EXP 	fixation: autoDraw = True
167.5479 	EXP 	fixation: autoDraw = False
167.5479 	EXP 	grating: autoDraw = True
167.8480 	EXP 	grating: autoDraw = False
168.1836 	EXP 	New trial (rep=91, index=0): None
168.1851 	DATA 	Keypress: down
168.1981 	EXP 	fixation: autoDraw = False
168.1981 	EXP 	grating: autoDraw = False
168.1981 	EXP 	grating: ori = -4.0
168.1981 	EXP 	fixation: autoDraw = True
169.1986 	EXP 	fixation: autoDraw = False
169.1986 	EXP 	grating: autoDraw = True
169.4985 	EXP 	grating: autoDraw = False
169.7681 	EXP 	New trial (rep=92, index=0): None
169.7696 	DATA 	Keypress: down
169.7821 	EXP 	fixation: autoDraw = False
169.7821 	EXP 	grating: autoDraw = False
169.7821 	EXP 	grating: ori = 2.0
169.7821 	EXP 	fixation: autoDraw = True
170.7825 	EXP 	fixation: autoDraw = False
170.7825 	EXP 	grating: autoDraw = True
171.0826 	EXP 	grating: autoDraw = False
171.2013 	EXP 	New trial (rep=93, index=0): None
171.2027 	DATA 	Keypress: up
171.2157 	EXP 	fixation: autoDraw = False
171.2157 	EXP 	grating: autoDraw = False
171.2157 	EXP 	grating: ori = 1.0
171.2157 	EXP 	fixation: autoDraw = True
172.2165 	EXP 	fixation: autoDraw = False
172.2165 	EXP 	grating: autoDraw = True
172.5163 	EXP 	grating: autoDraw = False
172.6686 	EXP 	New trial (rep=94, index=0): None
172.6704 	DATA 	Keypress: down
172.6832 	EXP 	fixation: autoDraw = False
172.6832 	EXP 	grating: autoDraw = False
172.6832 	EXP 	grating: ori = 4.0
172.6832 	EXP 	fixation: autoDraw = True
173.6837 	EXP 	fixation: autoDraw = False
173.6837 	EXP 	grating: autoDraw = True
173.9835 	EXP 	grating: autoDraw = False
174.2539 	EXP 	New trial (rep=95, index=0): None
174.2559 	DATA 	Keypress: down
174.2671 	EXP 	fixation: autoDraw = False
174.2671 	EXP 	grating: autoDraw = False
174.2671 	EXP 	grating: ori = 0.0
174.2671 	EXP 	fixation: autoDraw = True
175.2677 	EXP 	fixation: autoDraw = False
175.2677 	EXP 	grating: autoDraw = True
175.5675 	EXP 	grating: autoDraw = False
175.9222 	EXP 	New trial (rep=96, index=0): None
175.9248 	DATA 	Keypress: up
175.9343 	EXP 	fixation: autoDraw = False
175.9343 	EXP 	grating: autoDraw = False
175.9343 	EXP 	grating: ori = -3.0
175.9343 	EXP 	fixation: autoDraw = True
176.9348 	EXP 	fixation: autoDraw = False
176.9348 	EXP 	grating: autoDraw = True
177.2350 	EXP 	grating: autoDraw = False
177.4224 	EXP 	New trial (rep=97, index=0): None
177.4252 	DATA 	Keypress: down
177.4349 	EXP 	fixation: autoDraw = False
177.4349 	EXP 	grating: autoDraw = False
177.4349 	EXP 	grating: ori = -4.0
177.4349 	EXP 	fixation: autoDraw = True
178.4355 	EXP 	fixation: autoDraw = False
178.4355 	EXP 	grating: autoDraw = True
178.7354 	EXP 	grating: autoDraw = False
178.8728 	EXP 	New trial (rep=98, index=0): None
178.8750 	DATA 	Keypress: down
178.8853 	EXP 	fixation: autoDraw = False
178.8853 	EXP 	grating: autoDraw = False
178.8853 	EXP 	grating: ori = 0.0
178.8853 	EXP 	fixation: autoDraw = True
179.8861 	EXP 	fixation: autoDraw = False
179.8861 	EXP 	grating: autoDraw = True
180.1859 	EXP 	grating: autoDraw = False
180.3715 	EXP 	New trial (rep=99, index=0): None
180.3729 	DATA 	Keypress: up
180.3861 	EXP 	fixation: autoDraw = False
180.3861 	EXP 	grating: autoDraw = False
180.3861 	EXP 	grating: ori = -3.0
180.3861 	EXP 	fixation: autoDraw = True
181.3864 	EXP 	fixation: autoDraw = False
181.3864 	EXP 	grating: autoDraw = True
181.6866 	EXP 	grating: autoDraw = False
181.9071 	DATA 	Keypress: down
181.9200 	EXP 	fixation: autoDraw = False
181.9200 	EXP 	grating: autoDraw = False
182.0255 	EXP 	window1: mouseVisible = True
